signal_id,true_label,agent_action,route_taken,agent_confidence,label_match,is_quarantined,high_risk_hits,max_risk_score,ml_risk_prob,ml_shannon_entropy,rag_similarity,structural_hallucination_rate,calibration_error,flag_epistemic_uncertainty,flag_retrieval_uncertainty,flag_structural_hallucination,flag_overconfident_llm
PF-260382,VALID,VALID,FAST_PATH_BYPASS,0.9573586762784148,True,False,5,0.95,0.9573586762784148,0.254274179908536,0.24470000000000003,0.0,0.0,False,False,False,False
PF-615858,VALID,VALID,ESCALATION_RAG_LLM,0.9239,True,False,5,0.95,0.9239350076574274,0.3881598567972282,0.19320000000000004,0.0,3.500765742736611e-05,True,False,False,False
PF-923026,VALID,VALID,FAST_PATH_BYPASS,0.9558097758000441,True,False,5,0.95,0.9558097758000441,0.26118487378535205,0.23250000000000004,0.0,0.0,False,False,False,False
PF-453222,VALID,VALID,ESCALATION_RAG_LLM,0.7431,True,False,5,0.95,0.7430921811328162,0.822044287760219,0.2986,0.0,7.818867183817524e-06,True,False,False,False
PF-337359,VALID,VALID,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.8658646808161893,0.5686712127728761,0.2953,0.0,0.08413531918381068,True,False,False,False
PF-609130,SPAM,SPAM,FAST_PATH_BYPASS,0.9565751430981896,True,False,5,0.95,0.9565751430981896,0.2577804678350776,0.11599999999999999,0.0,0.0,False,False,False,False
PF-163394,VALID,VALID,ESCALATION_RAG_LLM,0.9213,True,False,5,0.9,0.9213317881014461,0.3974690800021997,0.40290000000000004,0.0,3.178810144610633e-05,True,False,False,False
PF-913980,VALID,VALID,ESCALATION_RAG_LLM,0.8872,True,False,5,0.9,0.8871608109900772,0.5084208561038283,0.1602,0.0,3.918900992283536e-05,True,False,False,False
PF-335549,SPAM,SPAM,FAST_PATH_BYPASS,0.9597036856665423,True,False,4,0.95,0.9597036856665423,0.24364913370631844,0.050899999999999945,0.0,0.0,False,True,False,False
PF-458362,PHISHING,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9091692411199416,0.439236719983625,0.26839999999999997,0.0,0.04083075888005838,True,False,False,False
PF-669226,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9167852649570962,0.41340643474811767,0.06789999999999996,0.0,0.03321473504290373,True,True,False,False
PF-398498,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9396305918980596,0.3289095893002384,0.26570000000000005,0.0,0.010369408101940314,True,False,False,False
PF-892074,PHISHING,PHISHING,FAST_PATH_BYPASS,0.9579723709928757,True,False,5,0.95,0.9579723709928757,0.25151278105308217,0.32599999999999996,0.0,0.0,False,False,False,False
PF-337047,VALID,VALID,ESCALATION_RAG_LLM,0.95,True,False,5,0.96,0.9483298910079193,0.2934495400175455,0.21609999999999996,0.0,0.0016701089920806433,True,False,False,False
PF-179565,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9428481491343566,0.3160335060550579,0.351,0.0,0.0071518508656434054,True,False,False,False
PF-485394,SPAM,SPAM,FAST_PATH_BYPASS,0.9508744167945942,True,False,5,0.95,0.9508744167945942,0.2826708217726789,0.16700000000000004,0.0,0.0,False,False,False,False
PF-454524,SPAM,SPAM,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9436027199100945,0.3129742523718239,0.10719999999999996,0.0,0.006397280089905477,True,False,False,False
PF-399662,SPAM,SPAM,FAST_PATH_BYPASS,0.9624596739302427,True,False,5,0.95,0.9624596739302427,0.23089872276542117,0.07579999999999998,0.0,0.0,False,True,False,False
PF-744610,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,4,0.96,0.8655110176219042,0.5696219505039076,0.2632,0.0,0.08448898237809577,True,False,False,False
PF-448185,SPAM,SPAM,FAST_PATH_BYPASS,0.9533092543015452,True,False,5,0.95,0.9533092543015452,0.27216958138617264,0.12090000000000001,0.0,0.0,False,False,False,False
PF-276666,SPAM,SPAM,FAST_PATH_BYPASS,0.9577298871452166,True,False,5,0.96,0.9577298871452166,0.2526054708708456,0.11760000000000004,0.0,0.0,False,False,False,False
PF-257671,VALID,VALID,ESCALATION_RAG_LLM,0.9083,True,False,5,0.95,0.9082562673300041,0.44226354313441585,0.08340000000000003,0.0,4.3732669995910634e-05,True,True,False,False
PF-522514,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9449789684179027,0.307354642324836,0.042300000000000004,0.0,0.005021031582097213,True,True,False,False
PF-156053,VALID,VALID,ESCALATION_RAG_LLM,0.9495,True,False,5,0.95,0.9495338130293298,0.2883739948123975,0.11270000000000002,0.0,3.381302932981001e-05,True,False,False,False
PF-826436,PHISHING,VALID,ESCALATION_RAG_LLM,0.85,False,False,5,0.96,0.7467527587536772,0.8163844293263729,0.23119999999999996,0.0,0.10324724124632279,True,False,False,False
PF-619343,VALID,SPAM,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9444243946753352,0.30962537631054315,0.19269999999999998,0.0,0.005575605324664723,True,False,False,False
PF-611651,SPAM,SPAM,ESCALATION_RAG_LLM,0.85,True,False,5,0.95,0.7525395232952569,0.807228207730479,0.30269999999999997,0.0,0.09746047670474312,True,False,False,False
PF-179665,SPAM,SPAM,ESCALATION_RAG_LLM,0.95,True,False,4,0.95,0.9363242094805142,0.3418668304733617,0.017000000000000015,0.0,0.013675790519485753,True,True,False,False
PF-841176,SPAM,VALID,ESCALATION_RAG_LLM,0.85,False,False,5,0.95,0.5465034247982933,0.9937511189004635,0.10850000000000004,0.0,0.3034965752017067,True,False,False,True
PF-697880,VALID,VALID,ESCALATION_RAG_LLM,0.9257,True,False,5,0.9,0.9257295179695224,0.38166186266829843,0.30910000000000004,0.0,2.9517969522441234e-05,True,False,False,False
PF-694588,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.8926795518876149,0.4917803360197692,0.17720000000000002,0.0,0.057320448112385014,True,False,False,False
PF-544927,VALID,VALID,ESCALATION_RAG_LLM,0.9401,True,False,5,0.95,0.9401484387830203,0.32685539061958657,0.22640000000000005,0.0,4.843878302029925e-05,True,False,False,False
PF-157167,PHISHING,PHISHING,FAST_PATH_BYPASS,0.9587367026518997,True,False,5,0.95,0.9587367026518997,0.2480546783058403,0.3687,0.0,0.0,False,False,False,False
PF-492274,SPAM,SPAM,FAST_PATH_BYPASS,0.9613952432078964,True,False,5,0.95,0.9613952432078964,0.23585806754448954,0.13060000000000005,0.0,0.0,False,False,False,False
PF-444612,PHISHING,PHISHING,FAST_PATH_BYPASS,0.9595157220465289,True,False,5,0.95,0.9595157220465289,0.24450819669879129,0.3478,0.0,0.0,False,False,False,False
PF-388353,PHISHING,PHISHING,FAST_PATH_BYPASS,0.9543339554017098,True,False,5,0.95,0.9543339554017098,0.2676932165899944,0.24870000000000003,0.0,0.0,False,False,False,False
PF-721126,PHISHING,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9393372499459421,0.3300701907072429,0.2047,0.0,0.010662750054057812,True,False,False,False
PF-224980,SPAM,VALID,ESCALATION_RAG_LLM,0.548,False,False,5,0.95,0.5480052323121072,0.9933403582940785,0.25470000000000004,0.0,5.232312107139592e-06,True,False,False,False
PF-100392,PHISHING,PHISHING,FAST_PATH_BYPASS,0.9568932765502992,True,False,5,0.95,0.9568932765502992,0.2563594220864823,0.35919999999999996,0.0,0.0,False,False,False,False
PF-554756,VALID,VALID,ESCALATION_RAG_LLM,0.9499,True,False,5,0.95,0.9499295969378112,0.28669594898220485,0.26539999999999997,0.0,2.9596937811238178e-05,True,False,False,False
PF-973115,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.511491230723891,0.9996189553554361,0.25370000000000004,0.0,0.43850876927610893,True,False,False,True
PF-827816,PHISHING,PHISHING,FAST_PATH_BYPASS,0.9532067057822703,True,False,5,0.95,0.9532067057822703,0.27261567513669394,0.22529999999999994,0.0,0.0,False,False,False,False
PF-643051,VALID,VALID,ESCALATION_RAG_LLM,0.5832,True,False,5,0.95,0.5832132787184364,0.9799269916074638,0.16349999999999998,0.0,1.3278718436371406e-05,True,False,False,False
PF-961219,PHISHING,PHISHING,FAST_PATH_BYPASS,0.9600500271230151,True,False,5,0.95,0.9600500271230151,0.2420627695668828,0.27949999999999997,0.0,0.0,False,False,False,False
PF-838042,VALID,VALID,ESCALATION_RAG_LLM,0.85,True,False,5,0.95,0.6563845605017514,0.9282364849108331,0.1784,0.0,0.19361543949824855,True,False,False,False
PF-764576,PHISHING,PHISHING,FAST_PATH_BYPASS,0.9560790850492289,True,False,5,0.95,0.9560790850492289,0.25998926657421045,0.31179999999999997,0.0,0.0,False,False,False,False
PF-860942,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9424752408865119,0.31753974641317095,0.3469,0.0,0.007524759113488044,True,False,False,False
PF-943361,VALID,VALID,FAST_PATH_BYPASS,0.9558515160221338,True,False,5,0.95,0.9558515160221338,0.2609997292936094,0.23470000000000002,0.0,0.0,False,False,False,False
PF-277333,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.555573486884036,0.9910702863004596,0.32520000000000004,0.0,0.394426513115964,True,False,False,True
PF-365378,PHISHING,PHISHING,FAST_PATH_BYPASS,0.9574546206901745,True,False,5,0.95,0.9574546206901745,0.25384334805471626,0.4232,0.0,0.0,False,False,False,False
PF-635966,SPAM,SPAM,ESCALATION_RAG_LLM,0.85,True,False,5,0.95,0.7651965461036782,0.7862912764291825,0.3225,0.0,0.08480345389632182,True,False,False,False
PF-496632,VALID,VALID,FAST_PATH_BYPASS,0.9543959954622,True,False,5,0.95,0.9543959954622,0.2674210885482181,0.3802,0.0,0.0,False,False,False,False
PF-457383,PHISHING,PHISHING,FAST_PATH_BYPASS,0.9558815734907089,True,False,5,0.95,0.9558815734907089,0.26086636837446026,0.29269999999999996,0.0,0.0,False,False,False,False
PF-408385,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.7088340714490117,0.8702225946428088,0.3415,0.0,0.24116592855098828,True,False,False,True
PF-812279,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.6722839237769045,0.9125758606769803,0.28080000000000005,0.0,0.27771607622309546,True,False,False,True
PF-255245,PHISHING,PHISHING,FAST_PATH_BYPASS,0.9541004510289426,True,False,5,0.95,0.9541004510289426,0.26871630239863015,0.33330000000000004,0.0,0.0,False,False,False,False
PF-294266,SPAM,SPAM,FAST_PATH_BYPASS,0.9548557732472222,True,False,5,0.95,0.9548557732472222,0.26540036509867676,0.07979999999999998,0.0,0.0,False,True,False,False
PF-167445,VALID,VALID,ESCALATION_RAG_LLM,0.9431,True,False,5,0.96,0.9430793063310575,0.3150979547067021,0.22560000000000002,0.0,2.0693668942528554e-05,True,False,False,False
PF-984056,VALID,VALID,ESCALATION_RAG_LLM,0.937,True,False,5,0.9,0.9370347853959938,0.33910495092233556,0.2791,0.0,3.478539599377495e-05,True,False,False,False
PF-187456,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9365491457203047,0.3409938718773865,0.40269999999999995,0.0,0.013450854279695279,True,False,False,False
PF-909068,SPAM,SPAM,FAST_PATH_BYPASS,0.9568153090422435,True,False,4,0.95,0.9568153090422435,0.2567080156350119,0.07730000000000004,0.0,0.0,False,True,False,False
PF-326305,PHISHING,PHISHING,FAST_PATH_BYPASS,0.9563757455214773,True,False,5,0.95,0.9563757455214773,0.25866934787864115,0.22219999999999995,0.0,0.0,False,False,False,False
PF-749213,VALID,VALID,ESCALATION_RAG_LLM,0.8517,True,False,4,0.95,0.8517339176626114,0.6054841113847539,0.34419999999999995,0.0,3.391766261140461e-05,True,False,False,False
PF-391918,VALID,VALID,ESCALATION_RAG_LLM,0.9463,True,False,4,0.95,0.9463058690520819,0.3018867803289158,0.19510000000000005,0.0,5.869052081886039e-06,True,False,False,False
PF-512996,SPAM,SPAM,FAST_PATH_BYPASS,0.9561928454869587,True,False,4,0.95,0.9561928454869587,0.25948347563614227,0.21840000000000004,0.0,0.0,False,False,False,False
PF-740050,SPAM,SPAM,ESCALATION_RAG_LLM,0.85,True,False,4,0.95,0.563899071777958,0.9881864078391497,0.13280000000000003,0.0,0.28610092822204203,True,False,False,True
PF-167965,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.8957806472350535,0.4822296820150675,0.1935,0.0,0.054219352764946493,True,False,False,False
PF-549028,VALID,VALID,ESCALATION_RAG_LLM,0.95,True,False,4,0.95,0.8222769951372483,0.6750704071381906,0.26239999999999997,0.0,0.12772300486275168,True,False,False,False
PF-814641,SPAM,SPAM,FAST_PATH_BYPASS,0.9546890536010103,True,False,5,0.96,0.9546890536010103,0.26613391199902303,0.14270000000000005,0.0,0.0,False,False,False,False
PF-511382,PHISHING,PHISHING,FAST_PATH_BYPASS,0.958088613236554,True,False,5,0.95,0.958088613236554,0.2509882194944581,0.3328,0.0,0.0,False,False,False,False
PF-489556,PHISHING,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.8532981806435096,0.6015246871196777,0.1493,0.0,0.09670181935649036,True,False,False,False
PF-745424,VALID,VALID,ESCALATION_RAG_LLM,0.9386,True,False,4,0.95,0.938635535660907,0.3328376881576787,0.4252,0.0,3.5535660906971245e-05,True,False,False,False
PF-173275,SPAM,SPAM,FAST_PATH_BYPASS,0.9513408538682916,True,False,5,0.95,0.9513408538682916,0.28067356948062755,0.2077,0.0,0.0,False,False,False,False
PF-189861,PHISHING,PHISHING,FAST_PATH_BYPASS,0.9562504623831133,True,False,5,0.95,0.9562504623831133,0.25922713484873144,0.3144,0.0,0.0,False,False,False,False
PF-187141,VALID,VALID,ESCALATION_RAG_LLM,0.753,True,False,5,0.95,0.7529951216867191,0.8064963642053904,0.2772,0.0,4.87831328088717e-06,True,False,False,False
PF-301950,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.6045401070039436,0.9682327694894677,0.30100000000000005,0.0,0.3454598929960564,True,False,False,True
PF-557410,PHISHING,PHISHING,FAST_PATH_BYPASS,0.955871141730789,True,False,5,0.95,0.955871141730789,0.26091265618193943,0.25739999999999996,0.0,0.0,False,False,False,False
PF-715416,SPAM,SPAM,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9414521125170184,0.3216533997798906,0.21789999999999998,0.0,0.00854788748298152,True,False,False,False
PF-388990,VALID,VALID,FAST_PATH_BYPASS,0.9513099082066162,True,False,5,0.9,0.9513099082066162,0.2808062860564008,0.1653,0.0,0.0,False,False,False,False
PF-567579,VALID,VALID,ESCALATION_RAG_LLM,0.9014,True,False,5,0.95,0.9013570392763403,0.46467906108234214,0.2611,0.0,4.296072365972403e-05,True,False,False,False
PF-187261,SPAM,SPAM,FAST_PATH_BYPASS,0.9611194138660379,True,False,4,0.95,0.9611194138660379,0.23713596568538822,0.07979999999999998,0.0,0.0,False,True,False,False
PF-977424,PHISHING,PHISHING,FAST_PATH_BYPASS,0.9531157405110671,True,False,5,0.95,0.9531157405110671,0.27301109618387215,0.3417,0.0,0.0,False,False,False,False
PF-313232,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.6671229748518122,0.9178388498287857,0.24209999999999998,0.0,0.2828770251481878,True,False,False,True
PF-440657,PHISHING,PHISHING,FAST_PATH_BYPASS,0.9569165443033262,True,False,5,0.95,0.9569165443033262,0.2562553505417135,0.2552,0.0,0.0,False,False,False,False
PF-899708,SPAM,SPAM,FAST_PATH_BYPASS,0.9608112038802665,True,False,5,0.95,0.9608112038802665,0.2385604072425246,0.09930000000000005,0.0,0.0,False,True,False,False
PF-314006,VALID,VALID,FAST_PATH_BYPASS,0.9519270094574828,True,False,5,0.95,0.9519270094574828,0.2781540685718585,0.17259999999999998,0.0,0.0,False,False,False,False
PF-505630,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.9255,True,False,5,0.95,0.9254767602874289,0.38258116277899934,0.058499999999999996,0.0,2.323971257112145e-05,True,True,False,False
PF-509994,VALID,VALID,FAST_PATH_BYPASS,0.9515085861999723,True,False,5,0.95,0.9515085861999723,0.27995369652894686,0.3467,0.0,0.0,False,False,False,False
PF-329604,VALID,VALID,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.6647518438093284,0.9201987664135742,0.27680000000000005,0.0,0.28524815619067156,True,False,False,True
PF-351205,PHISHING,PHISHING,FAST_PATH_BYPASS,0.9592864280860861,True,False,5,0.95,0.9592864280860861,0.24555437849098058,0.2963,0.0,0.0,False,False,False,False
PF-321385,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.6460109972099589,0.9375802072072514,0.24270000000000003,0.0,0.30398900279004104,True,False,False,True
PF-989023,VALID,VALID,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9373273417778325,0.3379642567149894,0.279,0.0,0.012672658222167454,True,False,False,False
PF-546719,PHISHING,PHISHING,FAST_PATH_BYPASS,0.9571845446260889,True,False,5,0.95,0.9571845446260889,0.25505527572680353,0.2793,0.0,0.0,False,False,False,False
PF-846260,VALID,VALID,FAST_PATH_BYPASS,0.9567647330354494,True,False,5,0.9,0.9567647330354494,0.25693402797415626,0.13249999999999995,0.0,0.0,False,False,False,False
PF-772114,PHISHING,VALID,ESCALATION_RAG_LLM,0.85,False,False,5,0.95,0.6339955148902231,0.9475547537529978,0.23740000000000006,0.0,0.21600448510977688,True,False,False,True
PF-477662,PHISHING,VALID,ESCALATION_RAG_LLM,0.98,False,False,5,0.95,0.9203902681214848,0.4008025613049881,0.11339999999999995,0.0,0.05960973187851515,True,False,False,False
PF-149337,SPAM,SPAM,FAST_PATH_BYPASS,0.9565746872647356,True,False,5,0.95,0.9565746872647356,0.2577825014345582,0.14670000000000005,0.0,0.0,False,False,False,False
PF-382037,SPAM,SPAM,FAST_PATH_BYPASS,0.9542230890107177,True,False,5,0.95,0.9542230890107177,0.2681791957358497,0.10109999999999997,0.0,0.0,False,False,False,False
PF-184003,VALID,VALID,ESCALATION_RAG_LLM,0.8595,True,False,5,0.9,0.8595127064715434,0.5855135681811543,0.21389999999999998,0.0,1.2706471543388886e-05,True,False,False,False
PF-823477,VALID,VALID,FAST_PATH_BYPASS,0.95150489597799,True,False,5,0.95,0.95150489597799,0.2799695436623588,0.36219999999999997,0.0,0.0,False,False,False,False
PF-852849,SPAM,SPAM,FAST_PATH_BYPASS,0.9625989407343153,True,False,4,0.95,0.9625989407343153,0.2302465367751329,0.09360000000000002,0.0,0.0,False,True,False,False
PF-560852,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.9349,True,False,5,0.95,0.9349413107017474,0.3472069929591144,0.3609,0.0,4.131070174739904e-05,True,False,False,False
PF-371014,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9349465091337207,0.3471870043446459,0.2349,0.0,0.015053490866279273,True,False,False,False
PF-456168,SPAM,SPAM,FAST_PATH_BYPASS,0.9570626472273643,True,False,5,0.95,0.9570626472273643,0.2556014309146807,0.18830000000000002,0.0,0.0,False,False,False,False
PF-165261,PHISHING,PHISHING,FAST_PATH_BYPASS,0.96005041033317,True,False,5,0.95,0.96005041033317,0.2420610118392448,0.261,0.0,0.0,False,False,False,False
PF-435091,PHISHING,PHISHING,FAST_PATH_BYPASS,0.9589831323514049,True,False,5,0.95,0.9589831323514049,0.24693522072393098,0.22740000000000005,0.0,0.0,False,False,False,False
PF-843925,SPAM,SPAM,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9016994961185366,0.46358505122689997,0.19199999999999995,0.0,0.04830050388146334,True,False,False,False
PF-573348,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.7444479710300352,0.8199598703172888,0.36719999999999997,0.0,0.20555202896996472,True,False,False,True
PF-301108,VALID,VALID,ESCALATION_RAG_LLM,0.8811,True,False,5,0.95,0.881116364968967,0.5261433725474784,0.26580000000000004,0.0,1.6364968966953164e-05,True,False,False,False
PF-441521,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9127110922215658,0.42735521333005744,0.17179999999999995,0.0,0.03728890777843419,True,False,False,False
PF-442441,PHISHING,PHISHING,FAST_PATH_BYPASS,0.9578958519228902,True,False,5,0.95,0.9578958519228902,0.25185782114214095,0.2935,0.0,0.0,False,False,False,False
PF-471930,PHISHING,PHISHING,FAST_PATH_BYPASS,0.9598277501017928,True,False,5,0.95,0.9598277501017928,0.2430813918173132,0.32320000000000004,0.0,0.0,False,False,False,False
PF-947820,SPAM,VALID,ESCALATION_RAG_LLM,0.5852,False,False,5,0.96,0.5851583448130319,0.9789729581179225,0.24070000000000003,0.0,4.165518696819248e-05,True,False,False,False
PF-696474,SPAM,SPAM,FAST_PATH_BYPASS,0.9583383909649289,True,False,5,0.95,0.9583383909649289,0.24985941386119673,0.01749999999999996,0.0,0.0,False,True,False,False
PF-222567,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.96,0.8360532347196368,0.6436684152499448,0.23809999999999998,0.0,0.11394676528036318,True,False,False,False
PF-915655,VALID,VALID,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.838316579276127,0.6383216642661641,0.0,0.0,0.11168342072387294,True,True,False,False
PF-486238,PHISHING,PHISHING,FAST_PATH_BYPASS,0.9568948178187456,True,False,5,0.95,0.9568948178187456,0.25635252891722105,0.2871,0.0,0.0,False,False,False,False
PF-542958,SPAM,SPAM,FAST_PATH_BYPASS,0.9595210699965276,True,False,5,0.95,0.9595210699965276,0.2444837727603123,0.20550000000000002,0.0,0.0,False,False,False,False
PF-286468,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.5709389653717744,0.9854306348963671,0.13170000000000004,0.0,0.3790610346282256,True,False,False,True
PF-644333,SPAM,SPAM,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9397635465217777,0.3283828369064053,0.03069999999999995,0.0,0.010236453478222218,True,True,False,False
PF-170173,SPAM,SPAM,FAST_PATH_BYPASS,0.9606872051983908,True,False,4,0.95,0.9606872051983908,0.23913245862966878,0.0847,0.0,0.0,False,True,False,False
PF-557399,SPAM,SPAM,FAST_PATH_BYPASS,0.9548519674427146,True,False,5,0.95,0.9548519674427146,0.26541712055546707,0.10570000000000002,0.0,0.0,False,False,False,False
PF-259730,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.718432652239973,0.8575776517933695,0.10440000000000005,0.0,0.23156734776002696,True,False,False,True
PF-651267,VALID,VALID,ESCALATION_RAG_LLM,0.9321,True,False,5,0.95,0.932134380785162,0.3579075999318646,0.43010000000000004,0.0,3.438078516193599e-05,True,False,False,False
PF-835611,VALID,VALID,ESCALATION_RAG_LLM,0.9431,True,False,5,0.95,0.9430760451453605,0.3151111635201527,0.2764,0.0,2.395485463957403e-05,True,False,False,False
PF-818892,PHISHING,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9469375552596694,0.2992662481193605,0.2197,0.0,0.003062444740330572,True,False,False,False
PF-763600,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9492189792865103,0.28970545831361677,0.15639999999999998,0.0,0.0007810207134896219,True,False,False,False
PF-566987,SPAM,SPAM,FAST_PATH_BYPASS,0.9507248586137593,True,False,5,0.95,0.9507248586137593,0.2833097943034959,0.15369999999999995,0.0,0.0,False,False,False,False
PF-250260,SPAM,SPAM,FAST_PATH_BYPASS,0.9589723901664681,True,False,5,0.95,0.9589723901664681,0.24698406564542258,0.13439999999999996,0.0,0.0,False,False,False,False
PF-819220,PHISHING,PHISHING,FAST_PATH_BYPASS,0.9602608346493208,True,False,5,0.95,0.9602608346493208,0.24109499128709172,0.26739999999999997,0.0,0.0,False,False,False,False
PF-773571,PHISHING,PHISHING,FAST_PATH_BYPASS,0.9605690397032033,True,False,5,0.95,0.9605690397032033,0.23967705281184315,0.2501,0.0,0.0,False,False,False,False
PF-745654,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.7694999240825259,0.778882030110766,0.20830000000000004,0.0,0.18050007591747408,True,False,False,False
PF-366315,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,4,0.96,0.7831105763805666,0.754446869964335,0.18410000000000004,0.0,0.16688942361943337,True,False,False,False
PF-852183,SPAM,SPAM,FAST_PATH_BYPASS,0.9616405448136559,True,False,5,0.95,0.9616405448136559,0.2347191183330108,0.13419999999999999,0.0,0.0,False,False,False,False
PF-706443,PHISHING,PHISHING,FAST_PATH_BYPASS,0.9602440312881703,True,False,5,0.95,0.9602440312881703,0.24117219391426137,0.26580000000000004,0.0,0.0,False,False,False,False
PF-191194,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.8849,True,False,5,0.95,0.8849219684539559,0.5150453381302029,0.21309999999999996,0.0,2.1968453955856226e-05,True,False,False,False
PF-125699,VALID,VALID,ESCALATION_RAG_LLM,0.9388,True,False,5,0.95,0.9387915942423527,0.3322232783902331,0.13249999999999995,0.0,8.405757647267365e-06,True,False,False,False
PF-163547,VALID,VALID,ESCALATION_RAG_LLM,0.9486,True,False,5,0.95,0.9485512870512317,0.29251939970836643,0.38380000000000003,0.0,4.871294876829246e-05,True,False,False,False
PF-789229,PHISHING,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.8708786275897635,0.5550236123756453,0.26739999999999997,0.0,0.07912137241023642,True,False,False,False
